Id,gid
1,257041
1,257042
1,257043
1,257761
1,257762
1,257763
1,258481
1,258482
1,258483
2,257044
2,257045
2,257046
2,257764
2,257765
2,257766
2,258484
2,258485
2,258486
3,257047
3,257048
3,257049
3,257767
3,257768
3,257769
3,258487
3,258488
3,258489
4,257050
4,257051
4,257052
4,257770
4,257771
4,257772
4,258490
4,258491
4,258492
5,257053
5,257054
5,257055
5,257773
5,257774
5,257775
5,258493
5,258494
5,258495
6,257056
6,257057
6,257058
6,257776
6,257777
6,257778
6,258496
6,258497
6,258498
7,257059
7,257060
7,257061
7,257779
7,257780
7,257781
7,258499
7,258500
7,258501
8,257062
8,257063
8,257064
8,257782
8,257783
8,257784
8,258502
8,258503
8,258504
9,257065
9,257066
9,257067
9,257785
9,257786
9,257787
9,258505
9,258506
9,258507
10,257068
10,257069
10,257070
10,257788
10,257789
10,257790
10,258508
10,258509
10,258510
11,257071
11,257072
11,257073
11,257791
11,257792
11,257793
11,258511
11,258512
11,258513
12,257074
12,257075
12,257076
12,257794
12,257795
12,257796
12,258514
12,258515
12,258516
13,257077
13,257078
13,257079
13,257797
13,257798
13,257799
13,258517
13,258518
13,258519
14,257080
14,257081
14,257082
14,257800
14,257801
14,257802
14,258520
14,258521
14,258522
15,257083
15,257084
15,257085
15,257803
15,257804
15,257805
15,258523
15,258524
15,258525
16,257086
16,257087
16,257088
16,257806
16,257807
16,257808
16,258526
16,258527
16,258528
17,257089
17,257090
17,257091
17,257809
17,257810
17,257811
17,258529
17,258530
17,258531
18,257092
18,257093
18,257094
18,257812
18,257813
18,257814
18,258532
18,258533
18,258534
19,257095
19,257096
19,257097
19,257815
19,257816
19,257817
19,258535
19,258536
19,258537
20,257098
20,257099
20,257100
20,257818
20,257819
20,257820
20,258538
20,258539
20,258540
21,257101
21,257102
21,257103
21,257821
21,257822
21,257823
21,258541
21,258542
21,258543
22,257104
22,257105
22,257106
22,257824
22,257825
22,257826
22,258544
22,258545
22,258546
23,257107
23,257108
23,257109
23,257827
23,257828
23,257829
23,258547
23,258548
23,258549
24,257110
24,257111
24,257112
24,257830
24,257831
24,257832
24,258550
24,258551
24,258552
25,257113
25,257114
25,257115
25,257833
25,257834
25,257835
25,258553
25,258554
25,258555
26,257116
26,257117
26,257118
26,257836
26,257837
26,257838
26,258556
26,258557
26,258558
27,257119
27,257120
27,257121
27,257839
27,257840
27,257841
27,258559
27,258560
27,258561
28,257122
28,257123
28,257124
28,257842
28,257843
28,257844
28,258562
28,258563
28,258564
29,257125
29,257126
29,257127
29,257845
29,257846
29,257847
29,258565
29,258566
29,258567
30,257128
30,257129
30,257130
30,257848
30,257849
30,257850
30,258568
30,258569
30,258570
31,257131
31,257132
31,257133
31,257851
31,257852
31,257853
31,258571
31,258572
31,258573
32,257134
32,257135
32,257136
32,257854
32,257855
32,257856
32,258574
32,258575
32,258576
33,257137
33,257138
33,257139
33,257857
33,257858
33,257859
33,258577
33,258578
33,258579
34,257140
34,257141
34,257142
34,257860
34,257861
34,257862
34,258580
34,258581
34,258582
35,257143
35,257144
35,257145
35,257863
35,257864
35,257865
35,258583
35,258584
35,258585
36,257146
36,257147
36,257148
36,257866
36,257867
36,257868
36,258586
36,258587
36,258588
37,257149
37,257150
37,257151
37,257869
37,257870
37,257871
37,258589
37,258590
37,258591
38,257152
38,257153
38,257154
38,257872
38,257873
38,257874
38,258592
38,258593
38,258594
39,257155
39,257156
39,257157
39,257875
39,257876
39,257877
39,258595
39,258596
39,258597
40,257158
40,257159
40,257160
40,257878
40,257879
40,257880
40,258598
40,258599
40,258600
41,257161
41,257162
41,257163
41,257881
41,257882
41,257883
41,258601
41,258602
41,258603
42,257164
42,257165
42,257166
42,257884
42,257885
42,257886
42,258604
42,258605
42,258606
43,257167
43,257168
43,257169
43,257887
43,257888
43,257889
43,258607
43,258608
43,258609
44,257170
44,257171
44,257172
44,257890
44,257891
44,257892
44,258610
44,258611
44,258612
45,257173
45,257174
45,257175
45,257893
45,257894
45,257895
45,258613
45,258614
45,258615
46,257176
46,257177
46,257178
46,257896
46,257897
46,257898
46,258616
46,258617
46,258618
47,257179
47,257180
47,257181
47,257899
47,257900
47,257901
47,258619
47,258620
47,258621
48,257182
48,257183
48,257184
48,257902
48,257903
48,257904
48,258622
48,258623
48,258624
49,257185
49,257186
49,257187
49,257905
49,257906
49,257907
49,258625
49,258626
49,258627
50,257188
50,257189
50,257190
50,257908
50,257909
50,257910
50,258628
50,258629
50,258630
51,257191
51,257192
51,257193
51,257911
51,257912
51,257913
51,258631
51,258632
51,258633
52,257194
52,257195
52,257196
52,257914
52,257915
52,257916
52,258634
52,258635
52,258636
53,257197
53,257198
53,257199
53,257917
53,257918
53,257919
53,258637
53,258638
53,258639
54,257200
54,257201
54,257202
54,257920
54,257921
54,257922
54,258640
54,258641
54,258642
55,257203
55,257204
55,257205
55,257923
55,257924
55,257925
55,258643
55,258644
55,258645
56,257206
56,257207
56,257208
56,257926
56,257927
56,257928
56,258646
56,258647
56,258648
57,257209
57,257210
57,257211
57,257929
57,257930
57,257931
57,258649
57,258650
57,258651
58,257212
58,257213
58,257214
58,257932
58,257933
58,257934
58,258652
58,258653
58,258654
59,257215
59,257216
59,257217
59,257935
59,257936
59,257937
59,258655
59,258656
59,258657
60,257218
60,257219
60,257220
60,257938
60,257939
60,257940
60,258658
60,258659
60,258660
61,257221
61,257222
61,257223
61,257941
61,257942
61,257943
61,258661
61,258662
61,258663
62,257224
62,257225
62,257226
62,257944
62,257945
62,257946
62,258664
62,258665
62,258666
63,257227
63,257228
63,257229
63,257947
63,257948
63,257949
63,258667
63,258668
63,258669
64,257230
64,257231
64,257232
64,257950
64,257951
64,257952
64,258670
64,258671
64,258672
65,257233
65,257234
65,257235
65,257953
65,257954
65,257955
65,258673
65,258674
65,258675
66,257236
66,257237
66,257238
66,257956
66,257957
66,257958
66,258676
66,258677
66,258678
67,257239
67,257240
67,257241
67,257959
67,257960
67,257961
67,258679
67,258680
67,258681
68,257242
68,257243
68,257244
68,257962
68,257963
68,257964
68,258682
