Id,gid
1,256321
1,256322
1,256323
1,256324
1,257041
1,257042
1,257043
1,257044
1,257761
1,257762
1,257763
1,257764
1,258481
1,258482
1,258483
1,258484
2,256325
2,256326
2,256327
2,256328
2,257045
2,257046
2,257047
2,257048
2,257765
2,257766
2,257767
2,257768
2,258485
2,258486
2,258487
2,258488
3,256329
3,256330
3,256331
3,256332
3,257049
3,257050
3,257051
3,257052
3,257769
3,257770
3,257771
3,257772
3,258489
3,258490
3,258491
3,258492
4,256333
4,256334
4,256335
4,256336
4,257053
4,257054
4,257055
4,257056
4,257773
4,257774
4,257775
4,257776
4,258493
4,258494
4,258495
4,258496
5,256337
5,256338
5,256339
5,256340
5,257057
5,257058
5,257059
5,257060
5,257777
5,257778
5,257779
5,257780
5,258497
5,258498
5,258499
5,258500
6,256341
6,256342
6,256343
6,256344
6,257061
6,257062
6,257063
6,257064
6,257781
6,257782
6,257783
6,257784
6,258501
6,258502
6,258503
6,258504
7,256345
7,256346
7,256347
7,256348
7,257065
7,257066
7,257067
7,257068
7,257785
7,257786
7,257787
7,257788
7,258505
7,258506
7,258507
7,258508
8,256349
8,256350
8,256351
8,256352
8,257069
8,257070
8,257071
8,257072
8,257789
8,257790
8,257791
8,257792
8,258509
8,258510
8,258511
8,258512
9,256353
9,256354
9,256355
9,256356
9,257073
9,257074
9,257075
9,257076
9,257793
9,257794
9,257795
9,257796
9,258513
9,258514
9,258515
9,258516
10,256357
10,256358
10,256359
10,256360
10,257077
10,257078
10,257079
10,257080
10,257797
10,257798
10,257799
10,257800
10,258517
10,258518
10,258519
10,258520
11,256361
11,256362
11,256363
11,256364
11,257081
11,257082
11,257083
11,257084
11,257801
11,257802
11,257803
11,257804
11,258521
11,258522
11,258523
11,258524
12,256365
12,256366
12,256367
12,256368
12,257085
12,257086
12,257087
12,257088
12,257805
12,257806
12,257807
12,257808
12,258525
12,258526
12,258527
12,258528
13,256369
13,256370
13,256371
13,256372
13,257089
13,257090
13,257091
13,257092
13,257809
13,257810
13,257811
13,257812
13,258529
13,258530
13,258531
13,258532
14,256373
14,256374
14,256375
14,256376
14,257093
14,257094
14,257095
14,257096
14,257813
14,257814
14,257815
14,257816
14,258533
14,258534
14,258535
14,258536
15,256377
15,256378
15,256379
15,256380
15,257097
15,257098
15,257099
15,257100
15,257817
15,257818
15,257819
15,257820
15,258537
15,258538
15,258539
15,258540
16,256381
16,256382
16,256383
16,256384
16,257101
16,257102
16,257103
16,257104
16,257821
16,257822
16,257823
16,257824
16,258541
16,258542
16,258543
16,258544
17,256385
17,256386
17,256387
17,256388
17,257105
17,257106
17,257107
17,257108
17,257825
17,257826
17,257827
17,257828
17,258545
17,258546
17,258547
17,258548
18,256389
18,256390
18,256391
18,256392
18,257109
18,257110
18,257111
18,257112
18,257829
18,257830
18,257831
18,257832
18,258549
18,258550
18,258551
18,258552
19,256393
19,256394
19,256395
19,256396
19,257113
19,257114
19,257115
19,257116
19,257833
19,257834
19,257835
19,257836
19,258553
19,258554
19,258555
19,258556
20,256397
20,256398
