Id,gid
1,254881
1,254882
1,254883
1,254884
1,254885
1,254886
1,255601
1,255602
1,255603
1,255604
1,255605
1,255606
1,256321
1,256322
1,256323
1,256324
1,256325
1,256326
1,257041
1,257042
1,257043
1,257044
1,257045
1,257046
1,257761
1,257762
1,257763
1,257764
1,257765
1,257766
1,258481
1,258482
1,258483
1,258484
1,258485
1,258486
2,254887
2,254888
2,254889
2,254890
2,254891
2,254892
2,255607
2,255608
2,255609
2,255610
2,255611
2,255612
2,256327
2,256328
2,256329
2,256330
2,256331
2,256332
2,257047
2,257048
2,257049
2,257050
2,257051
2,257052
2,257767
2,257768
2,257769
2,257770
2,257771
2,257772
2,258487
2,258488
2,258489
2,258490
2,258491
2,258492
3,254893
3,254894
3,254895
3,254896
3,254897
3,254898
3,255613
3,255614
3,255615
3,255616
3,255617
3,255618
3,256333
3,256334
3,256335
3,256336
3,256337
3,256338
3,257053
3,257054
3,257055
3,257056
3,257057
3,257058
3,257773
3,257774
3,257775
3,257776
3,257777
3,257778
3,258493
3,258494
3,258495
3,258496
3,258497
3,258498
4,254899
4,254900
4,254901
4,254902
4,254903
4,254904
4,255619
4,255620
4,255621
4,255622
4,255623
4,255624
4,256339
4,256340
4,256341
4,256342
4,256343
4,256344
4,257059
4,257060
4,257061
4,257062
4,257063
4,257064
4,257779
4,257780
4,257781
4,257782
4,257783
4,257784
4,258499
4,258500
4,258501
4,258502
4,258503
4,258504
5,254905
5,254906
5,254907
5,254908
5,254909
5,254910
5,255625
5,255626
5,255627
5,255628
5,255629
5,255630
5,256345
5,256346
5,256347
5,256348
5,256349
5,256350
5,257065
5,257066
5,257067
5,257068
5,257069
5,257070
5,257785
5,257786
5,257787
5,257788
5,257789
5,257790
5,258505
5,258506
5,258507
5,258508
5,258509
5,258510
6,254911
6,254912
6,254913
6,254914
6,254915
6,254916
6,255631
6,255632
6,255633
6,255634
6,255635
6,255636
6,256351
6,256352
6,256353
6,256354
6,256355
6,256356
6,257071
6,257072
6,257073
6,257074
6,257075
6,257076
6,257791
6,257792
6,257793
6,257794
6,257795
6,257796
6,258511
6,258512
6,258513
6,258514
6,258515
6,258516
7,254917
7,254918
7,254919
7,254920
7,254921
7,254922
7,255637
7,255638
7,255639
7,255640
7,255641
7,255642
7,256357
7,256358
7,256359
7,256360
7,256361
7,256362
7,257077
7,257078
7,257079
7,257080
7,257081
7,257082
7,257797
7,257798
7,257799
7,257800
7,257801
7,257802
7,258517
7,258518
7,258519
7,258520
7,258521
7,258522
8,254923
8,254924
8,254925
8,254926
8,254927
8,254928
8,255643
8,255644
8,255645
8,255646
8,255647
8,255648
8,256363
8,256364
8,256365
8,256366
8,256367
8,256368
8,257083
8,257084
8,257085
8,257086
8,257087
8,257088
8,257803
8,257804
8,257805
8,257806
8,257807
8,257808
8,258523
8,258524
8,258525
8,258526
8,258527
8,258528
9,254929
9,254930
9,254931
9,254932
9,254933
9,254934
9,255649
9,255650
9,255651
9,255652
9,255653
9,255654
9,256369
9,256370
9,256371
9,256372
9,256373
9,256374
9,257089
9,257090
9,257091
9,257092
9,257093
9,257094
9,257809
9,257810
9,257811
9,257812
9,257813
9,257814
9,258529
9,258530
9,258531
9,258532
9,258533
9,258534
10,254935
10,254936
10,254937
10,254938
10,254939
10,254940
10,255655
10,255656
10,255657
10,255658
10,255659
10,255660
10,256375
10,256376
10,256377
10,256378
10,256379
10,256380
10,257095
10,257096
10,257097
10,257098
10,257099
10,257100
10,257815
10,257816
10,257817
10,257818
10,257819
10,257820
10,258535
10,258536
10,258537
10,258538
10,258539
10,258540
11,254941
11,254942
11,254943
11,254944
11,254945
11,254946
11,255661
11,255662
11,255663
11,255664
11,255665
11,255666
11,256381
11,256382
11,256383
11,256384
11,256385
11,256386
11,257101
11,257102
11,257103
11,257104
11,257105
11,257106
11,257821
11,257822
11,257823
11,257824
11,257825
11,257826
11,258541
11,258542
11,258543
11,258544
11,258545
11,258546
12,254947
12,254948
12,254949
12,254950
12,254951
12,254952
12,255667
12,255668
12,255669
12,255670
12,255671
12,255672
12,256387
12,256388
12,256389
12,256390
12,256391
12,256392
12,257107
12,257108
12,257109
12,257110
12,257111
12,257112
12,257827
12,257828
12,257829
12,257830
12,257831
12,257832
12,258547
12,258548
12,258549
12,258550
12,258551
12,258552
13,254953
13,254954
13,254955
13,254956
13,254957
13,254958
13,255673
13,255674
13,255675
13,255676
13,255677
13,255678
13,256393
13,256394
13,256395
13,256396
13,256397
13,256398
13,257113
13,257114
13,257115
13,257116
13,257117
13,257118
13,257833
13,257834
13,257835
13,257836
13,257837
13,257838
13,258553
13,258554
13,258555
13,258556
13,258557
13,258558
14,254959
14,254960
14,254961
14,254962
14,254963
14,254964
14,255679
14,255680
14,255681
14,255682
14,255683
14,255684
14,256399
14,256400
14,256401
14,256402
14,256403
14,256404
14,257119
14,257120
14,257121
14,257122
14,257123
14,257124
14,257839
14,257840
14,257841
14,257842
14,257843
14,257844
14,258559
14,258560
14,258561
14,258562
14,258563
14,258564
15,254965
15,254966
15,254967
15,254968
15,254969
15,254970
15,255685
15,255686
15,255687
15,255688
15,255689
15,255690
15,256405
15,256406
15,256407
15,256408
15,256409
15,256410
15,257125
15,257126
15,257127
15,257128
15,257129
15,257130
15,257845
15,257846
15,257847
15,257848
15,257849
15,257850
15,258565
15,258566
15,258567
15,258568
15,258569
15,258570
16,254971
16,254972
16,254973
16,254974
16,254975
16,254976
16,255691
16,255692
16,255693
16,255694
16,255695
16,255696
16,256411
16,256412
16,256413
16,256414
16,256415
16,256416
16,257131
16,257132
16,257133
16,257134
