,month_id,PerCapitaFatalities,Fatalities_Sum,Countries_In_AG_Unit,GIS__Index
2786,109,0.0,0.0,Jordan___Syria,20737
2787,109,0.0,0.0,Jordan___Syria,20738
2833,109,0.0,0.0,Syria,20377
2834,109,0.0,0.0,Syria,20378
2835,109,0.0,0.0,Jordan___Syria,20379
2836,109,0.0,0.0,Iraq___Syria,20380
2877,109,0.0,0.0,Lebanon___Syria,20016
2878,109,0.0,0.0,Lebanon___Syria,20017
2879,109,0.0,0.0,Syria,20018
2880,109,0.0,0.0,Syria,20019
2881,109,0.0,0.0,Syria,20020
2882,109,0.0,0.0,Iraq___Syria,20021
2923,109,0.0,0.0,Syria,19656
2924,109,0.0,0.0,Syria,19657
2925,109,0.0,0.0,Syria,19658
2926,109,0.0,0.0,Syria,19659
2927,109,0.0,0.0,Syria,19660
2928,109,0.0,0.0,Syria,19661
2929,109,0.0,0.0,Iraq___Syria,19662
2971,109,0.0,0.0,Syria___Turkey,19297
2972,109,0.0,0.0,Syria___Turkey,19298
2973,109,0.0,0.0,Syria___Turkey,19299
2974,109,0.0,0.0,Syria___Turkey,19300
2975,109,0.0,0.0,Syria,19301
2976,109,0.0,0.0,Iraq___Syria,19302
6211,110,0.0,0.0,Jordan___Syria,20737
6212,110,0.0,0.0,Jordan___Syria,20738
6258,110,0.0,0.0,Syria,20377
6259,110,0.0,0.0,Syria,20378
6260,110,0.0,0.0,Jordan___Syria,20379
6261,110,0.0,0.0,Iraq___Syria,20380
6302,110,0.0,0.0,Lebanon___Syria,20016
6303,110,0.0,0.0,Lebanon___Syria,20017
6304,110,0.0,0.0,Syria,20018
6305,110,0.0,0.0,Syria,20019
6306,110,0.0,0.0,Syria,20020
6307,110,0.0,0.0,Iraq___Syria,20021
6348,110,0.0,0.0,Syria,19656
6349,110,0.0,0.0,Syria,19657
6350,110,0.0,0.0,Syria,19658
6351,110,0.0,0.0,Syria,19659
6352,110,0.0,0.0,Syria,19660
6353,110,0.0,0.0,Syria,19661
6354,110,0.0,0.0,Iraq___Syria,19662
6396,110,0.0,0.0,Syria___Turkey,19297
6397,110,0.0,0.0,Syria___Turkey,19298
6398,110,0.0,0.0,Syria___Turkey,19299
6399,110,0.0,0.0,Syria___Turkey,19300
6400,110,0.0,0.0,Syria,19301
6401,110,0.0,0.0,Iraq___Syria,19302
9636,111,0.0,0.0,Jordan___Syria,20737
9637,111,0.0,0.0,Jordan___Syria,20738
9683,111,0.0,0.0,Syria,20377
9684,111,0.0,0.0,Syria,20378
9685,111,0.0,0.0,Jordan___Syria,20379
9686,111,0.0,0.0,Iraq___Syria,20380
9727,111,0.0,0.0,Lebanon___Syria,20016
9728,111,0.0,0.0,Lebanon___Syria,20017
9729,111,0.0,0.0,Syria,20018
9730,111,0.0,0.0,Syria,20019
9731,111,0.0,0.0,Syria,20020
9732,111,0.0,0.0,Iraq___Syria,20021
9773,111,0.0,0.0,Syria,19656
9774,111,0.0,0.0,Syria,19657
9775,111,0.0,0.0,Syria,19658
9776,111,0.0,0.0,Syria,19659
9777,111,0.0,0.0,Syria,19660
9778,111,0.0,0.0,Syria,19661
9779,111,0.0,0.0,Iraq___Syria,19662
9821,111,0.0,0.0,Syria___Turkey,19297
9822,111,0.0,0.0,Syria___Turkey,19298
9823,111,0.0,0.0,Syria___Turkey,19299
9824,111,0.0,0.0,Syria___Turkey,19300
9825,111,0.0,0.0,Syria,19301
9826,111,0.0,0.0,Iraq___Syria,19302
13061,112,0.0,0.0,Jordan___Syria,20737
13062,112,0.0,0.0,Jordan___Syria,20738
13108,112,0.0,0.0,Syria,20377
13109,112,0.0,0.0,Syria,20378
13110,112,0.0,0.0,Jordan___Syria,20379
13111,112,0.0,0.0,Iraq___Syria,20380
13152,112,0.0,0.0,Lebanon___Syria,20016
13153,112,0.0,0.0,Lebanon___Syria,20017
13154,112,0.0,0.0,Syria,20018
13155,112,0.0,0.0,Syria,20019
13156,112,0.0,0.0,Syria,20020
13157,112,0.0,0.0,Iraq___Syria,20021
13198,112,0.0,0.0,Syria,19656
13199,112,0.0,0.0,Syria,19657
13200,112,0.0,0.0,Syria,19658
13201,112,0.0,0.0,Syria,19659
13202,112,0.0,0.0,Syria,19660
13203,112,0.0,0.0,Syria,19661
13204,112,0.0,0.0,Iraq___Syria,19662
13246,112,0.0,0.0,Syria___Turkey,19297
13247,112,0.0,0.0,Syria___Turkey,19298
13248,112,0.0,0.0,Syria___Turkey,19299
13249,112,0.0,0.0,Syria___Turkey,19300
13250,112,0.0,0.0,Syria,19301
13251,112,0.0,0.0,Iraq___Syria,19302
16486,113,0.0,0.0,Jordan___Syria,20737
16487,113,0.0,0.0,Jordan___Syria,20738
16533,113,0.0,0.0,Syria,20377
16534,113,0.0,0.0,Syria,20378
16535,113,0.0,0.0,Jordan___Syria,20379
16536,113,0.0,0.0,Iraq___Syria,20380
16577,113,0.0,0.0,Lebanon___Syria,20016
16578,113,0.0,0.0,Lebanon___Syria,20017
16579,113,0.0,0.0,Syria,20018
16580,113,0.0,0.0,Syria,20019
16581,113,0.0,0.0,Syria,20020
16582,113,0.0,0.0,Iraq___Syria,20021
16623,113,0.0,0.0,Syria,19656
16624,113,0.0,0.0,Syria,19657
16625,113,0.0,0.0,Syria,19658
16626,113,0.0,0.0,Syria,19659
16627,113,0.0,0.0,Syria,19660
16628,113,0.0,0.0,Syria,19661
16629,113,0.0,0.0,Iraq___Syria,19662
16671,113,0.0,0.0,Syria___Turkey,19297
16672,113,0.0,0.0,Syria___Turkey,19298
16673,113,0.0,0.0,Syria___Turkey,19299
16674,113,0.0,0.0,Syria___Turkey,19300
16675,113,0.0,0.0,Syria,19301
16676,113,0.0,0.0,Iraq___Syria,19302
19911,114,0.0,0.0,Jordan___Syria,20737
19912,114,0.0,0.0,Jordan___Syria,20738
19958,114,0.0,0.0,Syria,20377
19959,114,0.0,0.0,Syria,20378
19960,114,0.0,0.0,Jordan___Syria,20379
19961,114,0.0,0.0,Iraq___Syria,20380
20002,114,0.0,0.0,Lebanon___Syria,20016
20003,114,0.0,0.0,Lebanon___Syria,20017
20004,114,0.0,0.0,Syria,20018
20005,114,0.0,0.0,Syria,20019
20006,114,0.0,0.0,Syria,20020
20007,114,0.0,0.0,Iraq___Syria,20021
20048,114,0.0,0.0,Syria,19656
20049,114,0.0,0.0,Syria,19657
20050,114,0.0,0.0,Syria,19658
20051,114,0.0,0.0,Syria,19659
20052,114,0.0,0.0,Syria,19660
20053,114,0.0,0.0,Syria,19661
20054,114,0.0,0.0,Iraq___Syria,19662
20096,114,0.0,0.0,Syria___Turkey,19297
20097,114,0.0,0.0,Syria___Turkey,19298
20098,114,0.0,0.0,Syria___Turkey,19299
20099,114,0.0,0.0,Syria___Turkey,19300
20100,114,0.0,0.0,Syria,19301
20101,114,0.0,0.0,Iraq___Syria,19302
23336,115,0.0,0.0,Jordan___Syria,20737
23337,115,0.0,0.0,Jordan___Syria,20738
23383,115,0.0,0.0,Syria,20377
23384,115,0.0,0.0,Syria,20378
23385,115,0.0,0.0,Jordan___Syria,20379
23386,115,0.0,0.0,Iraq___Syria,20380
23427,115,0.0,0.0,Lebanon___Syria,20016
23428,115,0.0,0.0,Lebanon___Syria,20017
23429,115,0.0,0.0,Syria,20018
23430,115,0.0,0.0,Syria,20019
23431,115,0.0,0.0,Syria,20020
23432,115,0.0,0.0,Iraq___Syria,20021
23473,115,0.0,0.0,Syria,19656
23474,115,0.0,0.0,Syria,19657
23475,115,0.0,0.0,Syria,19658
23476,115,0.0,0.0,Syria,19659
23477,115,0.0,0.0,Syria,19660
23478,115,0.0,0.0,Syria,19661
23479,115,0.0,0.0,Iraq___Syria,19662
23521,115,0.0,0.0,Syria___Turkey,19297
23522,115,0.0,0.0,Syria___Turkey,19298
23523,115,0.0,0.0,Syria___Turkey,19299
23524,115,0.0,0.0,Syria___Turkey,19300
23525,115,0.0,0.0,Syria,19301
23526,115,0.0,0.0,Iraq___Syria,19302
26761,116,0.0,0.0,Jordan___Syria,20737
26762,116,0.0,0.0,Jordan___Syria,20738
26808,116,0.0,0.0,Syria,20377
26809,116,0.0,0.0,Syria,20378
26810,116,0.0,0.0,Jordan___Syria,20379
26811,116,0.0,0.0,Iraq___Syria,20380
26852,116,4.343092116549483e-06,2.0,Lebanon___Syria,20016
26853,116,0.0,0.0,Lebanon___Syria,20017
26854,116,0.0,0.0,Syria,20018
26855,116,0.0,0.0,Syria,20019
26856,116,0.0,0.0,Syria,20020
26857,116,0.0,0.0,Iraq___Syria,20021
26898,116,0.0,0.0,Syria,19656
26899,116,0.0,0.0,Syria,19657
26900,116,0.0,0.0,Syria,19658
26901,116,0.0,0.0,Syria,19659
26902,116,0.0,0.0,Syria,19660
26903,116,0.0,0.0,Syria,19661
26904,116,0.0,0.0,Iraq___Syria,19662
26946,116,0.0,0.0,Syria___Turkey,19297
26947,116,0.0,0.0,Syria___Turkey,19298
26948,116,0.0,0.0,Syria___Turkey,19299
26949,116,0.0,0.0,Syria___Turkey,19300
26950,116,0.0,0.0,Syria,19301
26951,116,0.0,0.0,Iraq___Syria,19302
30186,117,0.0,0.0,Jordan___Syria,20737
30187,117,0.0,0.0,Jordan___Syria,20738
30233,117,0.0,0.0,Syria,20377
30234,117,0.0,0.0,Syria,20378
30235,117,0.0,0.0,Jordan___Syria,20379
30236,117,0.0,0.0,Iraq___Syria,20380
30277,117,0.0,0.0,Lebanon___Syria,20016
30278,117,0.0,0.0,Lebanon___Syria,20017
30279,117,0.0,0.0,Syria,20018
30280,117,0.0,0.0,Syria,20019
30281,117,0.0,0.0,Syria,20020
30282,117,0.0,0.0,Iraq___Syria,20021
30323,117,0.0,0.0,Syria,19656
30324,117,0.0,0.0,Syria,19657
30325,117,0.0,0.0,Syria,19658
30326,117,0.0,0.0,Syria,19659
30327,117,0.0,0.0,Syria,19660
30328,117,0.0,0.0,Syria,19661
30329,117,0.0,0.0,Iraq___Syria,19662
30371,117,0.0,0.0,Syria___Turkey,19297
30372,117,0.0,0.0,Syria___Turkey,19298
30373,117,0.0,0.0,Syria___Turkey,19299
30374,117,0.0,0.0,Syria___Turkey,19300
30375,117,0.0,0.0,Syria,19301
30376,117,0.0,0.0,Iraq___Syria,19302
33611,118,0.0,0.0,Jordan___Syria,20737
33612,118,0.0,0.0,Jordan___Syria,20738
33658,118,0.0,0.0,Syria,20377
33659,118,0.0,0.0,Syria,20378
33660,118,0.0,0.0,Jordan___Syria,20379
33661,118,0.0,0.0,Iraq___Syria,20380
33702,118,0.0,0.0,Lebanon___Syria,20016
33703,118,0.0,0.0,Lebanon___Syria,20017
33704,118,0.0,0.0,Syria,20018
33705,118,0.0,0.0,Syria,20019
33706,118,0.0,0.0,Syria,20020
33707,118,0.0,0.0,Iraq___Syria,20021
33748,118,0.0,0.0,Syria,19656
33749,118,0.0,0.0,Syria,19657
33750,118,0.0,0.0,Syria,19658
33751,118,0.0,0.0,Syria,19659
33752,118,0.0,0.0,Syria,19660
33753,118,0.0,0.0,Syria,19661
33754,118,0.0,0.0,Iraq___Syria,19662
33796,118,0.0,0.0,Syria___Turkey,19297
33797,118,0.0,0.0,Syria___Turkey,19298
33798,118,0.0,0.0,Syria___Turkey,19299
33799,118,0.0,0.0,Syria___Turkey,19300
33800,118,0.0,0.0,Syria,19301
33801,118,0.0,0.0,Iraq___Syria,19302
37036,119,0.0,0.0,Jordan___Syria,20737
37037,119,0.0,0.0,Jordan___Syria,20738
37083,119,6.671674870602866e-06,1.0,Syria,20377
37084,119,0.0,0.0,Syria,20378
37085,119,0.0,0.0,Jordan___Syria,20379
37086,119,0.0,0.0,Iraq___Syria,20380
37127,119,0.0,0.0,Lebanon___Syria,20016
37128,119,0.0,0.0,Lebanon___Syria,20017
37129,119,0.0,0.0,Syria,20018
37130,119,0.0,0.0,Syria,20019
37131,119,0.0,0.0,Syria,20020
37132,119,0.0,0.0,Iraq___Syria,20021
37173,119,0.0,0.0,Syria,19656
37174,119,0.0,0.0,Syria,19657
37175,119,0.0,0.0,Syria,19658
37176,119,0.0,0.0,Syria,19659
37177,119,0.0,0.0,Syria,19660
37178,119,0.0,0.0,Syria,19661
37179,119,0.0,0.0,Iraq___Syria,19662
37221,119,0.0,0.0,Syria___Turkey,19297
37222,119,0.0,0.0,Syria___Turkey,19298
37223,119,0.0,0.0,Syria___Turkey,19299
37224,119,0.0,0.0,Syria___Turkey,19300
37225,119,0.0,0.0,Syria,19301
37226,119,0.0,0.0,Iraq___Syria,19302
40461,120,0.0,0.0,Jordan___Syria,20737
40462,120,0.0,0.0,Jordan___Syria,20738
40508,120,0.0,0.0,Syria,20377
40509,120,0.0,0.0,Syria,20378
40510,120,0.0,0.0,Jordan___Syria,20379
40511,120,0.0,0.0,Iraq___Syria,20380
40552,120,0.0,0.0,Lebanon___Syria,20016
40553,120,0.0,0.0,Lebanon___Syria,20017
40554,120,0.0,0.0,Syria,20018
40555,120,0.0,0.0,Syria,20019
40556,120,0.0,0.0,Syria,20020
40557,120,0.0,0.0,Iraq___Syria,20021
40598,120,0.0,0.0,Syria,19656
40599,120,0.0,0.0,Syria,19657
40600,120,0.0,0.0,Syria,19658
40601,120,0.0,0.0,Syria,19659
40602,120,0.0,0.0,Syria,19660
40603,120,0.0,0.0,Syria,19661
40604,120,0.0,0.0,Iraq___Syria,19662
40646,120,0.0,0.0,Syria___Turkey,19297
40647,120,0.0,0.0,Syria___Turkey,19298
40648,120,0.0,0.0,Syria___Turkey,19299
40649,120,0.0,0.0,Syria___Turkey,19300
40650,120,0.0,0.0,Syria,19301
40651,120,0.0,0.0,Iraq___Syria,19302
43886,121,0.0,0.0,Jordan___Syria,20737
43887,121,0.0,0.0,Jordan___Syria,20738
43933,121,0.0,0.0,Syria,20377
43934,121,0.0,0.0,Syria,20378
43935,121,0.0,0.0,Jordan___Syria,20379
43936,121,0.0,0.0,Iraq___Syria,20380
43977,121,0.0,0.0,Lebanon___Syria,20016
43978,121,0.0,0.0,Lebanon___Syria,20017
43979,121,0.0,0.0,Syria,20018
43980,121,0.0,0.0,Syria,20019
43981,121,0.0,0.0,Syria,20020
43982,121,0.0,0.0,Iraq___Syria,20021
44023,121,0.0,0.0,Syria,19656
44024,121,0.0,0.0,Syria,19657
44025,121,0.0,0.0,Syria,19658
44026,121,0.0,0.0,Syria,19659
44027,121,0.0,0.0,Syria,19660
44028,121,0.0,0.0,Syria,19661
44029,121,0.0,0.0,Iraq___Syria,19662
44071,121,0.0,0.0,Syria___Turkey,19297
44072,121,0.0,0.0,Syria___Turkey,19298
44073,121,0.0,0.0,Syria___Turkey,19299
44074,121,0.0,0.0,Syria___Turkey,19300
44075,121,0.0,0.0,Syria,19301
44076,121,0.0,0.0,Iraq___Syria,19302
47311,122,0.0,0.0,Jordan___Syria,20737
47312,122,0.0,0.0,Jordan___Syria,20738
47358,122,0.0,0.0,Syria,20377
47359,122,0.0,0.0,Syria,20378
47360,122,0.0,0.0,Jordan___Syria,20379
47361,122,0.0,0.0,Iraq___Syria,20380
47402,122,1.3029276349648448e-05,6.0,Lebanon___Syria,20016
47403,122,0.0,0.0,Lebanon___Syria,20017
47404,122,0.0,0.0,Syria,20018
47405,122,0.0,0.0,Syria,20019
47406,122,0.0,0.0,Syria,20020
47407,122,0.0,0.0,Iraq___Syria,20021
47448,122,0.0,0.0,Syria,19656
47449,122,0.0,0.0,Syria,19657
47450,122,0.0,0.0,Syria,19658
47451,122,0.0,0.0,Syria,19659
47452,122,0.0,0.0,Syria,19660
47453,122,0.0,0.0,Syria,19661
47454,122,0.0,0.0,Iraq___Syria,19662
47496,122,0.0,0.0,Syria___Turkey,19297
47497,122,0.0,0.0,Syria___Turkey,19298
47498,122,0.0,0.0,Syria___Turkey,19299
47499,122,0.0,0.0,Syria___Turkey,19300
47500,122,0.0,0.0,Syria,19301
47501,122,0.0,0.0,Iraq___Syria,19302
50736,123,0.0,0.0,Jordan___Syria,20737
50737,123,0.0,0.0,Jordan___Syria,20738
50783,123,0.0,0.0,Syria,20377
50784,123,0.0,0.0,Syria,20378
50785,123,0.0,0.0,Jordan___Syria,20379
50786,123,0.0,0.0,Iraq___Syria,20380
50827,123,0.0,0.0,Lebanon___Syria,20016
50828,123,0.0,0.0,Lebanon___Syria,20017
50829,123,0.0,0.0,Syria,20018
50830,123,0.0,0.0,Syria,20019
50831,123,0.0,0.0,Syria,20020
50832,123,0.0,0.0,Iraq___Syria,20021
50873,123,0.0,0.0,Syria,19656
50874,123,0.0,0.0,Syria,19657
50875,123,0.0,0.0,Syria,19658
50876,123,0.0,0.0,Syria,19659
50877,123,0.0,0.0,Syria,19660
50878,123,0.0,0.0,Syria,19661
50879,123,0.0,0.0,Iraq___Syria,19662
50921,123,0.0,0.0,Syria___Turkey,19297
50922,123,0.0,0.0,Syria___Turkey,19298
50923,123,0.0,0.0,Syria___Turkey,19299
50924,123,0.0,0.0,Syria___Turkey,19300
50925,123,0.0,0.0,Syria,19301
50926,123,0.0,0.0,Iraq___Syria,19302
54161,124,0.0,0.0,Jordan___Syria,20737
54162,124,0.0,0.0,Jordan___Syria,20738
54208,124,0.0,0.0,Syria,20377
54209,124,0.0,0.0,Syria,20378
54210,124,0.0,0.0,Jordan___Syria,20379
54211,124,0.0,0.0,Iraq___Syria,20380
54252,124,0.0,0.0,Lebanon___Syria,20016
54253,124,0.0,0.0,Lebanon___Syria,20017
54254,124,0.0,0.0,Syria,20018
54255,124,0.0,0.0,Syria,20019
54256,124,0.0,0.0,Syria,20020
54257,124,0.0,0.0,Iraq___Syria,20021
54298,124,0.0,0.0,Syria,19656
54299,124,0.0,0.0,Syria,19657
54300,124,0.0,0.0,Syria,19658
54301,124,0.0,0.0,Syria,19659
54302,124,0.0,0.0,Syria,19660
54303,124,0.0,0.0,Syria,19661
54304,124,0.0,0.0,Iraq___Syria,19662
54346,124,0.0,0.0,Syria___Turkey,19297
54347,124,0.0,0.0,Syria___Turkey,19298
54348,124,0.0,0.0,Syria___Turkey,19299
54349,124,0.0,0.0,Syria___Turkey,19300
54350,124,0.0,0.0,Syria,19301
54351,124,0.0,0.0,Iraq___Syria,19302
57586,125,0.0,0.0,Jordan___Syria,20737
57587,125,0.0,0.0,Jordan___Syria,20738
57633,125,0.0,0.0,Syria,20377
57634,125,0.0,0.0,Syria,20378
57635,125,0.0,0.0,Jordan___Syria,20379
57636,125,0.0,0.0,Iraq___Syria,20380
57677,125,1.0857730291373706e-05,5.0,Lebanon___Syria,20016
57678,125,0.0,0.0,Lebanon___Syria,20017
57679,125,0.0,0.0,Syria,20018
57680,125,0.0,0.0,Syria,20019
57681,125,0.0,0.0,Syria,20020
57682,125,0.0,0.0,Iraq___Syria,20021
57723,125,0.0,0.0,Syria,19656
57724,125,0.0,0.0,Syria,19657
57725,125,0.0,0.0,Syria,19658
57726,125,0.0,0.0,Syria,19659
57727,125,0.0,0.0,Syria,19660
57728,125,0.0,0.0,Syria,19661
57729,125,0.0,0.0,Iraq___Syria,19662
57771,125,0.0,0.0,Syria___Turkey,19297
57772,125,0.0,0.0,Syria___Turkey,19298
57773,125,0.0,0.0,Syria___Turkey,19299
57774,125,1.9706749768716657e-05,4.0,Syria___Turkey,19300
57775,125,0.0,0.0,Syria,19301
57776,125,0.0,0.0,Iraq___Syria,19302
61011,126,0.0,0.0,Jordan___Syria,20737
61012,126,0.0,0.0,Jordan___Syria,20738
61058,126,0.0,0.0,Syria,20377
61059,126,0.0,0.0,Syria,20378
61060,126,0.0,0.0,Jordan___Syria,20379
61061,126,0.0,0.0,Iraq___Syria,20380
61102,126,0.0,0.0,Lebanon___Syria,20016
61103,126,0.0,0.0,Lebanon___Syria,20017
61104,126,0.0,0.0,Syria,20018
61105,126,0.0,0.0,Syria,20019
61106,126,0.0,0.0,Syria,20020
61107,126,0.0,0.0,Iraq___Syria,20021
61148,126,0.0,0.0,Syria,19656
61149,126,0.0,0.0,Syria,19657
61150,126,0.0,0.0,Syria,19658
61151,126,0.0,0.0,Syria,19659
61152,126,0.0,0.0,Syria,19660
61153,126,0.0,0.0,Syria,19661
61154,126,0.0,0.0,Iraq___Syria,19662
61196,126,0.0,0.0,Syria___Turkey,19297
61197,126,0.0,0.0,Syria___Turkey,19298
61198,126,0.0,0.0,Syria___Turkey,19299
61199,126,0.0,0.0,Syria___Turkey,19300
61200,126,0.0,0.0,Syria,19301
61201,126,0.0,0.0,Iraq___Syria,19302
64436,127,0.0,0.0,Jordan___Syria,20737
64437,127,0.0,0.0,Jordan___Syria,20738
64483,127,0.0,0.0,Syria,20377
64484,127,0.0,0.0,Syria,20378
64485,127,0.0,0.0,Jordan___Syria,20379
64486,127,0.0,0.0,Iraq___Syria,20380
64527,127,0.0,0.0,Lebanon___Syria,20016
64528,127,0.0,0.0,Lebanon___Syria,20017
64529,127,0.0,0.0,Syria,20018
64530,127,0.0,0.0,Syria,20019
64531,127,0.0,0.0,Syria,20020
64532,127,0.0,0.0,Iraq___Syria,20021
64573,127,0.0,0.0,Syria,19656
64574,127,0.0,0.0,Syria,19657
64575,127,0.0,0.0,Syria,19658
64576,127,0.0,0.0,Syria,19659
64577,127,0.0,0.0,Syria,19660
64578,127,0.0,0.0,Syria,19661
64579,127,0.0,0.0,Iraq___Syria,19662
64621,127,0.0,0.0,Syria___Turkey,19297
64622,127,0.0,0.0,Syria___Turkey,19298
64623,127,0.0,0.0,Syria___Turkey,19299
64624,127,0.0,0.0,Syria___Turkey,19300
64625,127,0.0,0.0,Syria,19301
64626,127,0.0,0.0,Iraq___Syria,19302
67861,128,0.0,0.0,Jordan___Syria,20737
67862,128,0.0,0.0,Jordan___Syria,20738
67908,128,0.0,0.0,Syria,20377
67909,128,0.0,0.0,Syria,20378
67910,128,0.0,0.0,Jordan___Syria,20379
67911,128,0.0,0.0,Iraq___Syria,20380
67952,128,0.0,0.0,Lebanon___Syria,20016
67953,128,9.220910942090789e-05,20.0,Lebanon___Syria,20017
67954,128,0.0,0.0,Syria,20018
67955,128,0.0,0.0,Syria,20019
67956,128,0.0,0.0,Syria,20020
67957,128,0.0,0.0,Iraq___Syria,20021
67998,128,0.0,0.0,Syria,19656
67999,128,0.0,0.0,Syria,19657
68000,128,0.0,0.0,Syria,19658
68001,128,0.0,0.0,Syria,19659
68002,128,0.0,0.0,Syria,19660
68003,128,0.0,0.0,Syria,19661
68004,128,0.0,0.0,Iraq___Syria,19662
68046,128,0.0,0.0,Syria___Turkey,19297
68047,128,0.0,0.0,Syria___Turkey,19298
68048,128,0.0,0.0,Syria___Turkey,19299
68049,128,0.0,0.0,Syria___Turkey,19300
68050,128,0.0,0.0,Syria,19301
68051,128,0.0,0.0,Iraq___Syria,19302
71286,129,0.0,0.0,Jordan___Syria,20737
71287,129,0.0,0.0,Jordan___Syria,20738
71333,129,0.0,0.0,Syria,20377
71334,129,0.0,0.0,Syria,20378
71335,129,0.0,0.0,Jordan___Syria,20379
71336,129,0.0,0.0,Iraq___Syria,20380
71377,129,0.0,0.0,Lebanon___Syria,20016
71378,129,0.0,0.0,Lebanon___Syria,20017
71379,129,0.0,0.0,Syria,20018
71380,129,0.0,0.0,Syria,20019
71381,129,0.0,0.0,Syria,20020
71382,129,0.0,0.0,Iraq___Syria,20021
71423,129,0.0,0.0,Syria,19656
71424,129,0.0,0.0,Syria,19657
71425,129,0.0,0.0,Syria,19658
71426,129,0.0,0.0,Syria,19659
71427,129,0.0,0.0,Syria,19660
71428,129,0.0,0.0,Syria,19661
71429,129,0.0,0.0,Iraq___Syria,19662
71471,129,0.0,0.0,Syria___Turkey,19297
71472,129,0.0,0.0,Syria___Turkey,19298
71473,129,0.0,0.0,Syria___Turkey,19299
71474,129,0.0,0.0,Syria___Turkey,19300
71475,129,0.0,0.0,Syria,19301
71476,129,0.0,0.0,Iraq___Syria,19302
74711,130,0.0,0.0,Jordan___Syria,20737
74712,130,0.0,0.0,Jordan___Syria,20738
74758,130,0.0,0.0,Syria,20377
74759,130,0.0,0.0,Syria,20378
74760,130,0.0,0.0,Jordan___Syria,20379
74761,130,0.0,0.0,Iraq___Syria,20380
74802,130,0.0,0.0,Lebanon___Syria,20016
74803,130,0.0,0.0,Lebanon___Syria,20017
74804,130,0.0,0.0,Syria,20018
74805,130,0.0,0.0,Syria,20019
74806,130,0.0,0.0,Syria,20020
74807,130,0.0,0.0,Iraq___Syria,20021
74848,130,0.0,0.0,Syria,19656
74849,130,0.0,0.0,Syria,19657
74850,130,0.0,0.0,Syria,19658
74851,130,0.0,0.0,Syria,19659
74852,130,0.0,0.0,Syria,19660
74853,130,0.0,0.0,Syria,19661
74854,130,0.0,0.0,Iraq___Syria,19662
74896,130,0.0,0.0,Syria___Turkey,19297
74897,130,0.0,0.0,Syria___Turkey,19298
74898,130,0.0,0.0,Syria___Turkey,19299
74899,130,0.0,0.0,Syria___Turkey,19300
74900,130,0.0,0.0,Syria,19301
74901,130,0.0,0.0,Iraq___Syria,19302
78136,131,0.0,0.0,Jordan___Syria,20737
78137,131,0.0,0.0,Jordan___Syria,20738
78183,131,0.0,0.0,Syria,20377
78184,131,0.0,0.0,Syria,20378
78185,131,0.0,0.0,Jordan___Syria,20379
78186,131,0.0,0.0,Iraq___Syria,20380
78227,131,0.0,0.0,Lebanon___Syria,20016
78228,131,0.0,0.0,Lebanon___Syria,20017
78229,131,0.0,0.0,Syria,20018
78230,131,0.0,0.0,Syria,20019
78231,131,0.0,0.0,Syria,20020
78232,131,0.0,0.0,Iraq___Syria,20021
78273,131,0.0,0.0,Syria,19656
78274,131,0.0,0.0,Syria,19657
78275,131,0.0,0.0,Syria,19658
78276,131,0.0,0.0,Syria,19659
78277,131,0.0,0.0,Syria,19660
78278,131,0.0,0.0,Syria,19661
78279,131,0.0,0.0,Iraq___Syria,19662
78321,131,0.0,0.0,Syria___Turkey,19297
78322,131,0.0,0.0,Syria___Turkey,19298
78323,131,0.0,0.0,Syria___Turkey,19299
78324,131,0.0,0.0,Syria___Turkey,19300
78325,131,0.0,0.0,Syria,19301
78326,131,0.0,0.0,Iraq___Syria,19302
81561,132,0.0,0.0,Jordan___Syria,20737
81562,132,0.0,0.0,Jordan___Syria,20738
81608,132,0.0,0.0,Syria,20377
81609,132,0.0,0.0,Syria,20378
81610,132,0.0,0.0,Jordan___Syria,20379
81611,132,0.0,0.0,Iraq___Syria,20380
81652,132,0.0,0.0,Lebanon___Syria,20016
81653,132,0.0,0.0,Lebanon___Syria,20017
81654,132,0.0,0.0,Syria,20018
81655,132,0.0,0.0,Syria,20019
81656,132,0.0,0.0,Syria,20020
81657,132,0.0,0.0,Iraq___Syria,20021
81698,132,0.0,0.0,Syria,19656
81699,132,0.0,0.0,Syria,19657
81700,132,0.0,0.0,Syria,19658
81701,132,0.0,0.0,Syria,19659
81702,132,0.0,0.0,Syria,19660
81703,132,0.0,0.0,Syria,19661
81704,132,0.0,0.0,Iraq___Syria,19662
81746,132,0.0,0.0,Syria___Turkey,19297
81747,132,0.0,0.0,Syria___Turkey,19298
81748,132,0.0,0.0,Syria___Turkey,19299
81749,132,0.0,0.0,Syria___Turkey,19300
81750,132,0.0,0.0,Syria,19301
81751,132,0.0,0.0,Iraq___Syria,19302
84986,133,0.0,0.0,Jordan___Syria,20737
84987,133,0.0,0.0,Jordan___Syria,20738
85033,133,0.0,0.0,Syria,20377
85034,133,0.0,0.0,Syria,20378
85035,133,0.0,0.0,Jordan___Syria,20379
85036,133,0.0,0.0,Iraq___Syria,20380
85077,133,0.0,0.0,Lebanon___Syria,20016
85078,133,0.0,0.0,Lebanon___Syria,20017
85079,133,0.0,0.0,Syria,20018
85080,133,0.0,0.0,Syria,20019
85081,133,0.0,0.0,Syria,20020
85082,133,0.0,0.0,Iraq___Syria,20021
85123,133,0.0,0.0,Syria,19656
